_id,has_rain,has_rain_1,has_rain_2,has_rain_3,has_rain_4,has_rain_5,has_rain_6,humidity_avg_1,humidity_avg_2,humidity_avg_3,humidity_avg_4,humidity_avg_5,humidity_avg_6,humidity_fall_1,humidity_fall_2,humidity_fall_3,humidity_fall_4,humidity_fall_5,humidity_fall_6,humidity_max_1,humidity_max_2,humidity_max_3,humidity_max_4,humidity_max_5,humidity_max_6,humidity_min_1,humidity_min_2,humidity_min_3,humidity_min_4,humidity_min_5,humidity_min_6,humidity_rise_1,humidity_rise_2,humidity_rise_3,humidity_rise_4,humidity_rise_5,humidity_rise_6,humidity_steady_1,humidity_steady_2,humidity_steady_3,humidity_steady_4,humidity_steady_5,humidity_steady_6,light_avg_1,light_avg_2,light_avg_3,light_avg_4,light_avg_5,light_avg_6,light_fall_1,light_fall_2,light_fall_3,light_fall_4,light_fall_5,light_fall_6,light_max_1,light_max_2,light_max_3,light_max_4,light_max_5,light_max_6,light_min_1,light_min_2,light_min_3,light_min_4,light_min_5,light_min_6,light_rise_1,light_rise_2,light_rise_3,light_rise_4,light_rise_5,light_rise_6,light_steady_1,light_steady_2,light_steady_3,light_steady_4,light_steady_5,light_steady_6,pressure_avg_1,pressure_avg_2,pressure_avg_3,pressure_avg_4,pressure_avg_5,pressure_avg_6,pressure_fall_1,pressure_fall_2,pressure_fall_3,pressure_fall_4,pressure_fall_5,pressure_fall_6,pressure_max_1,pressure_max_2,pressure_max_3,pressure_max_4,pressure_max_5,pressure_max_6,pressure_min_1,pressure_min_2,pressure_min_3,pressure_min_4,pressure_min_5,pressure_min_6,pressure_rise_1,pressure_rise_2,pressure_rise_3,pressure_rise_4,pressure_rise_5,pressure_rise_6,pressure_steady_1,pressure_steady_2,pressure_steady_3,pressure_steady_4,pressure_steady_5,pressure_steady_6,rain_avg_1,rain_avg_2,rain_avg_3,rain_avg_4,rain_avg_5,rain_avg_6,rain_fall_1,rain_fall_2,rain_fall_3,rain_fall_4,rain_fall_5,rain_fall_6,rain_max_1,rain_max_2,rain_max_3,rain_max_4,rain_max_5,rain_max_6,rain_min_1,rain_min_2,rain_min_3,rain_min_4,rain_min_5,rain_min_6,rain_rise_1,rain_rise_2,rain_rise_3,rain_rise_4,rain_rise_5,rain_rise_6,rain_steady_1,rain_steady_2,rain_steady_3,rain_steady_4,rain_steady_5,rain_steady_6,temperature_avg_1,temperature_avg_2,temperature_avg_3,temperature_avg_4,temperature_avg_5,temperature_avg_6,temperature_fall_1,temperature_fall_2,temperature_fall_3,temperature_fall_4,temperature_fall_5,temperature_fall_6,temperature_max_1,temperature_max_2,temperature_max_3,temperature_max_4,temperature_max_5,temperature_max_6,temperature_min_1,temperature_min_2,temperature_min_3,temperature_min_4,temperature_min_5,temperature_min_6,temperature_rise_1,temperature_rise_2,temperature_rise_3,temperature_rise_4,temperature_rise_5,temperature_rise_6,temperature_steady_1,temperature_steady_2,temperature_steady_3,temperature_steady_4,temperature_steady_5,temperature_steady_6
09_16_2017_5,0,0.0,0.0,0.0,0.0,0.0,0.0,38.65217391304348,35.391304347826086,51.608695652173914,0.0,0.0,78.91304347826087,3.0,9.0,15.0,6.0,7.0,2.0,50.0,39.0,67.0,68.0,82.0,87.0,32.0,33.0,39.0,65.0,64.0,62.0,14.0,6.0,5.0,7.0,9.0,14.0,6.0,8.0,3.0,11.0,7.0,7.0,90.43478260869566,162.0,1204.0434782608695,0.0,0.0,0.0,18.0,16.0,9.0,0.0,0.0,0.0,149.0,222.0,2700.0,164.0,0.0,0.0,0.0,142.0,191.0,0.0,0.0,0.0,2.0,5.0,14.0,7.0,0.0,0.0,3.0,2.0,0.0,17.0,23.0,23.0,1003.0,1004.4782608695652,1005.6521739130435,0.0,0.0,1002.9130434782609,0.0,4.0,0.0,0.0,0.0,0.0,1003.0,1006.0,1006.0,1005.0,1004.0,1003.0,1003.0,1003.0,1005.0,1004.0,1003.0,1002.0,1.0,2.0,2.0,2.0,2.0,2.0,22.0,17.0,21.0,22.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,24.0,23.0,23.0,28.47826086956522,28.130434782608695,24.52173913043478,0.0,0.0,22.130434782608695,4.0,0.0,3.0,0.0,5.0,5.0,29.0,29.0,30.0,19.0,22.0,24.0,27.0,27.0,19.0,19.0,19.0,21.0,3.0,3.0,10.0,1.0,3.0,3.0,16.0,20.0,10.0,23.0,15.0,15.0
09_17_2017_0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.43478260869565,38.65217391304348,35.391304347826086,51.608695652173914,0.0,0.0,6.0,3.0,9.0,15.0,6.0,7.0,47.0,50.0,39.0,67.0,68.0,82.0,43.0,32.0,33.0,39.0,65.0,64.0,9.0,14.0,6.0,5.0,7.0,9.0,8.0,6.0,8.0,3.0,11.0,7.0,0.0,90.43478260869566,162.0,1204.0434782608695,0.0,0.0,0.0,18.0,16.0,9.0,0.0,0.0,0.0,149.0,222.0,2700.0,164.0,0.0,0.0,0.0,142.0,191.0,0.0,0.0,0.0,2.0,5.0,14.0,7.0,0.0,23.0,3.0,2.0,0.0,17.0,23.0,1004.0434782608696,1003.0,1004.4782608695652,1005.6521739130435,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1005.0,1003.0,1006.0,1006.0,1005.0,1004.0,1003.0,1003.0,1003.0,1005.0,1004.0,1003.0,3.0,1.0,2.0,2.0,2.0,2.0,20.0,22.0,17.0,21.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,24.0,23.0,25.26086956521739,28.47826086956522,28.130434782608695,24.52173913043478,0.0,0.0,4.0,4.0,0.0,3.0,0.0,5.0,27.0,29.0,29.0,30.0,19.0,22.0,23.0,27.0,27.0,19.0,19.0,19.0,1.0,3.0,3.0,10.0,1.0,3.0,18.0,16.0,20.0,10.0,23.0,15.0
09_17_2017_1,0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,44.43478260869565,38.65217391304348,35.391304347826086,51.608695652173914,0.0,1.0,6.0,3.0,9.0,15.0,6.0,70.0,47.0,50.0,39.0,67.0,68.0,46.0,43.0,32.0,33.0,39.0,65.0,19.0,9.0,14.0,6.0,5.0,7.0,2.0,8.0,6.0,8.0,3.0,11.0,0.0,0.0,90.43478260869566,162.0,1204.0434782608695,0.0,0.0,0.0,18.0,16.0,9.0,0.0,0.0,0.0,149.0,222.0,2700.0,164.0,0.0,0.0,0.0,142.0,191.0,0.0,0.0,0.0,2.0,5.0,14.0,7.0,22.0,23.0,3.0,2.0,0.0,17.0,1005.0,1004.0434782608696,1003.0,1004.4782608695652,1005.6521739130435,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1005.0,1005.0,1003.0,1006.0,1006.0,1005.0,1005.0,1003.0,1003.0,1003.0,1005.0,1004.0,1.0,3.0,1.0,2.0,2.0,2.0,21.0,20.0,22.0,17.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,23.0,23.0,23.0,24.0,21.681818181818183,25.26086956521739,28.47826086956522,28.130434782608695,24.52173913043478,0.0,4.0,4.0,4.0,0.0,3.0,0.0,23.0,27.0,29.0,29.0,30.0,19.0,20.0,23.0,27.0,27.0,19.0,19.0,2.0,1.0,3.0,3.0,10.0,1.0,16.0,18.0,16.0,20.0,10.0,23.0
09_17_2017_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,44.43478260869565,38.65217391304348,35.391304347826086,51.608695652173914,2.0,1.0,6.0,3.0,9.0,15.0,96.0,70.0,47.0,50.0,39.0,67.0,72.0,46.0,43.0,32.0,33.0,39.0,15.0,19.0,9.0,14.0,6.0,5.0,7.0,2.0,8.0,6.0,8.0,3.0,0.0,0.0,0.0,90.43478260869566,162.0,1204.0434782608695,0.0,0.0,0.0,18.0,16.0,9.0,177.0,0.0,0.0,149.0,222.0,2700.0,0.0,0.0,0.0,0.0,142.0,191.0,7.0,0.0,0.0,2.0,5.0,14.0,17.0,22.0,23.0,3.0,2.0,0.0,0.0,1005.0,1004.0434782608696,1003.0,1004.4782608695652,1005.6521739130435,1.0,0.0,0.0,0.0,4.0,0.0,1005.0,1005.0,1005.0,1003.0,1006.0,1006.0,1004.0,1005.0,1003.0,1003.0,1003.0,1005.0,3.0,1.0,3.0,1.0,2.0,2.0,20.0,21.0,20.0,22.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,23.0,23.0,23.0,23.0,0.0,21.681818181818183,25.26086956521739,28.47826086956522,28.130434782608695,24.52173913043478,4.0,4.0,4.0,4.0,0.0,3.0,20.0,23.0,27.0,29.0,29.0,30.0,18.0,20.0,23.0,27.0,27.0,19.0,4.0,2.0,1.0,3.0,3.0,10.0,16.0,16.0,18.0,16.0,20.0,10.0
09_17_2017_3,0,0.0,0.0,0.0,0.0,0.0,0.0,70.17391304347827,0.0,55.5,44.43478260869565,38.65217391304348,35.391304347826086,18.0,2.0,1.0,6.0,3.0,9.0,97.0,96.0,70.0,47.0,50.0,39.0,47.0,72.0,46.0,43.0,32.0,33.0,3.0,15.0,19.0,9.0,14.0,6.0,2.0,7.0,2.0,8.0,6.0,8.0,1148.7826086956522,0.0,0.0,0.0,90.43478260869566,162.0,7.0,0.0,0.0,0.0,18.0,16.0,2532.0,177.0,0.0,0.0,149.0,222.0,207.0,0.0,0.0,0.0,0.0,142.0,16.0,7.0,0.0,0.0,2.0,5.0,0.0,17.0,22.0,23.0,3.0,2.0,1004.8695652173913,0.0,1005.0,1004.0434782608696,1003.0,1004.4782608695652,1.0,1.0,0.0,0.0,0.0,4.0,1005.0,1005.0,1005.0,1005.0,1003.0,1006.0,1004.0,1004.0,1005.0,1003.0,1003.0,1003.0,1.0,3.0,1.0,3.0,1.0,2.0,21.0,20.0,21.0,20.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,22.0,23.0,23.0,23.0,24.26086956521739,0.0,21.681818181818183,25.26086956521739,28.47826086956522,28.130434782608695,1.0,4.0,4.0,4.0,4.0,0.0,28.0,20.0,23.0,27.0,29.0,29.0,19.0,18.0,20.0,23.0,27.0,27.0,9.0,4.0,2.0,1.0,3.0,3.0,13.0,16.0,16.0,18.0,16.0,20.0
09_17_2017_4,0,0.0,0.0,0.0,0.0,0.0,0.0,39.69565217391305,70.17391304347827,0.0,55.5,44.43478260869565,38.65217391304348,11.0,18.0,2.0,1.0,6.0,3.0,45.0,97.0,96.0,70.0,47.0,50.0,35.0,47.0,72.0,46.0,43.0,32.0,6.0,3.0,15.0,19.0,9.0,14.0,6.0,2.0,7.0,2.0,8.0,6.0,174.82608695652175,1148.7826086956522,0.0,0.0,0.0,90.43478260869566,17.0,7.0,0.0,0.0,0.0,18.0,239.0,2532.0,177.0,0.0,0.0,149.0,152.0,207.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,2.0,0.0,0.0,17.0,22.0,23.0,3.0,1002.6521739130435,1004.8695652173913,0.0,1005.0,1004.0434782608696,1003.0,3.0,1.0,1.0,0.0,0.0,0.0,1004.0,1005.0,1005.0,1005.0,1005.0,1003.0,1001.0,1004.0,1004.0,1005.0,1003.0,1003.0,1.0,1.0,3.0,1.0,3.0,1.0,19.0,21.0,20.0,21.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,24.0,22.0,23.0,23.0,28.652173913043477,24.26086956521739,0.0,21.681818181818183,25.26086956521739,28.47826086956522,3.0,1.0,4.0,4.0,4.0,4.0,30.0,28.0,20.0,23.0,27.0,29.0,27.0,19.0,18.0,20.0,23.0,27.0,6.0,9.0,4.0,2.0,1.0,3.0,14.0,13.0,16.0,16.0,18.0,16.0
09_17_2017_5,0,0.0,0.0,0.0,0.0,0.0,0.0,37.95652173913044,39.69565217391305,70.17391304347827,0.0,55.5,44.43478260869565,5.0,11.0,18.0,2.0,1.0,6.0,55.0,45.0,97.0,96.0,70.0,47.0,33.0,35.0,47.0,72.0,46.0,43.0,11.0,6.0,3.0,15.0,19.0,9.0,7.0,6.0,2.0,7.0,2.0,8.0,91.21739130434783,174.82608695652175,1148.7826086956522,0.0,0.0,0.0,17.0,17.0,7.0,0.0,0.0,0.0,160.0,239.0,2532.0,177.0,0.0,0.0,0.0,152.0,207.0,0.0,0.0,0.0,1.0,6.0,16.0,7.0,0.0,0.0,5.0,0.0,0.0,17.0,22.0,23.0,999.6521739130435,1002.6521739130435,1004.8695652173913,0.0,1005.0,1004.0434782608696,2.0,3.0,1.0,1.0,0.0,0.0,1001.0,1004.0,1005.0,1005.0,1005.0,1005.0,999.0,1001.0,1004.0,1004.0,1005.0,1003.0,1.0,1.0,1.0,3.0,1.0,3.0,20.0,19.0,21.0,20.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,24.0,22.0,23.0,29.52173913043478,28.652173913043477,24.26086956521739,0.0,21.681818181818183,25.26086956521739,4.0,3.0,1.0,4.0,4.0,4.0,31.0,30.0,28.0,20.0,23.0,27.0,27.0,27.0,19.0,18.0,20.0,23.0,3.0,6.0,9.0,4.0,2.0,1.0,16.0,14.0,13.0,16.0,16.0,18.0
09_18_2017_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.95652173913044,39.69565217391305,70.17391304347827,0.0,55.5,2.0,5.0,11.0,18.0,2.0,1.0,62.0,55.0,45.0,97.0,96.0,70.0,44.0,33.0,35.0,47.0,72.0,46.0,16.0,11.0,6.0,3.0,15.0,19.0,4.0,7.0,6.0,2.0,7.0,2.0,0.0,91.21739130434783,174.82608695652175,1148.7826086956522,0.0,0.0,0.0,17.0,17.0,7.0,0.0,0.0,0.0,160.0,239.0,2532.0,177.0,0.0,0.0,0.0,152.0,207.0,0.0,0.0,0.0,1.0,6.0,16.0,7.0,0.0,22.0,5.0,0.0,0.0,17.0,22.0,0.0,999.6521739130435,1002.6521739130435,1004.8695652173913,0.0,1005.0,0.0,2.0,3.0,1.0,1.0,0.0,999.0,1001.0,1004.0,1005.0,1005.0,1005.0,999.0,999.0,1001.0,1004.0,1004.0,1005.0,1.0,1.0,1.0,1.0,3.0,1.0,21.0,20.0,19.0,21.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,23.0,23.0,24.0,22.0,0.0,29.52173913043478,28.652173913043477,24.26086956521739,0.0,21.681818181818183,4.0,4.0,3.0,1.0,4.0,4.0,27.0,31.0,30.0,28.0,20.0,23.0,24.0,27.0,27.0,19.0,18.0,20.0,2.0,3.0,6.0,9.0,4.0,2.0,16.0,16.0,14.0,13.0,16.0,16.0
09_18_2017_1,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0952380952381,0.0,37.95652173913044,39.69565217391305,70.17391304347827,0.0,2.0,2.0,5.0,11.0,18.0,2.0,78.0,62.0,55.0,45.0,97.0,96.0,67.0,44.0,33.0,35.0,47.0,72.0,12.0,16.0,11.0,6.0,3.0,15.0,7.0,4.0,7.0,6.0,2.0,7.0,0.0,0.0,91.21739130434783,174.82608695652175,1148.7826086956522,0.0,0.0,0.0,17.0,17.0,7.0,0.0,0.0,0.0,160.0,239.0,2532.0,177.0,0.0,0.0,0.0,152.0,207.0,0.0,0.0,0.0,1.0,6.0,16.0,7.0,21.0,22.0,5.0,0.0,0.0,17.0,999.5238095238095,0.0,999.6521739130435,1002.6521739130435,1004.8695652173913,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1000.0,999.0,1001.0,1004.0,1005.0,1005.0,999.0,999.0,999.0,1001.0,1004.0,1004.0,3.0,1.0,1.0,1.0,1.0,3.0,17.0,21.0,20.0,19.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,23.0,23.0,23.0,24.0,22.428571428571427,0.0,29.52173913043478,28.652173913043477,24.26086956521739,0.0,3.0,4.0,4.0,3.0,1.0,4.0,23.0,27.0,31.0,30.0,28.0,20.0,22.0,24.0,27.0,27.0,19.0,18.0,3.0,2.0,3.0,6.0,9.0,4.0,15.0,16.0,16.0,14.0,13.0,16.0
09_18_2017_2,0,0.0,0.0,0.0,0.0,0.0,0.0,76.47826086956522,73.0952380952381,0.0,37.95652173913044,39.69565217391305,70.17391304347827,7.0,2.0,2.0,5.0,11.0,18.0,81.0,78.0,62.0,55.0,45.0,97.0,72.0,67.0,44.0,33.0,35.0,47.0,10.0,12.0,16.0,11.0,6.0,3.0,6.0,7.0,4.0,7.0,6.0,2.0,22.17391304347826,0.0,0.0,91.21739130434783,174.82608695652175,1148.7826086956522,0.0,0.0,0.0,17.0,17.0,7.0,165.0,0.0,0.0,160.0,239.0,2532.0,0.0,0.0,0.0,0.0,152.0,207.0,7.0,0.0,0.0,1.0,6.0,16.0,16.0,21.0,22.0,5.0,0.0,0.0,1001.2608695652174,999.5238095238095,0.0,999.6521739130435,1002.6521739130435,1004.8695652173913,0.0,1.0,0.0,2.0,3.0,1.0,1003.0,1000.0,999.0,1001.0,1004.0,1005.0,1000.0,999.0,999.0,999.0,1001.0,1004.0,4.0,3.0,1.0,1.0,1.0,1.0,19.0,17.0,21.0,20.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,22.0,23.0,23.0,23.0,20.695652173913043,22.428571428571427,0.0,29.52173913043478,28.652173913043477,24.26086956521739,3.0,3.0,4.0,4.0,3.0,1.0,22.0,23.0,27.0,31.0,30.0,28.0,20.0,22.0,24.0,27.0,27.0,19.0,2.0,3.0,2.0,3.0,6.0,9.0,18.0,15.0,16.0,16.0,14.0,13.0
09_18_2017_3,0,0.0,0.0,0.0,0.0,0.0,0.0,54.130434782608695,76.47826086956522,73.0952380952381,0.0,37.95652173913044,39.69565217391305,14.0,7.0,2.0,2.0,5.0,11.0,71.0,81.0,78.0,62.0,55.0,45.0,40.0,72.0,67.0,44.0,33.0,35.0,8.0,10.0,12.0,16.0,11.0,6.0,1.0,6.0,7.0,4.0,7.0,6.0,1102.9130434782608,22.17391304347826,0.0,0.0,91.21739130434783,174.82608695652175,9.0,0.0,0.0,0.0,17.0,17.0,2338.0,165.0,0.0,0.0,160.0,239.0,192.0,0.0,0.0,0.0,0.0,152.0,14.0,7.0,0.0,0.0,1.0,6.0,0.0,16.0,21.0,22.0,5.0,0.0,1002.9565217391304,1001.2608695652174,999.5238095238095,0.0,999.6521739130435,1002.6521739130435,0.0,0.0,1.0,0.0,2.0,3.0,1003.0,1003.0,1000.0,999.0,1001.0,1004.0,1002.0,1000.0,999.0,999.0,999.0,1001.0,2.0,4.0,3.0,1.0,1.0,1.0,21.0,19.0,17.0,21.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,21.0,22.0,23.0,23.0,26.73913043478261,20.695652173913043,22.428571428571427,0.0,29.52173913043478,28.652173913043477,4.0,3.0,3.0,4.0,4.0,3.0,33.0,22.0,23.0,27.0,31.0,30.0,22.0,20.0,22.0,24.0,27.0,27.0,11.0,2.0,3.0,2.0,3.0,6.0,8.0,18.0,15.0,16.0,16.0,14.0
09_18_2017_4,0,0.0,0.0,0.0,0.0,0.0,0.0,46.17391304347826,54.130434782608695,76.47826086956522,73.0952380952381,0.0,37.95652173913044,10.0,14.0,7.0,2.0,2.0,5.0,50.0,71.0,81.0,78.0,62.0,55.0,43.0,40.0,72.0,67.0,44.0,33.0,10.0,8.0,10.0,12.0,16.0,11.0,3.0,1.0,6.0,7.0,4.0,7.0,167.8695652173913,1102.9130434782608,22.17391304347826,0.0,0.0,91.21739130434783,16.0,9.0,0.0,0.0,0.0,17.0,233.0,2338.0,165.0,0.0,0.0,160.0,143.0,192.0,0.0,0.0,0.0,0.0,4.0,14.0,7.0,0.0,0.0,1.0,3.0,0.0,16.0,21.0,22.0,5.0,1002.3478260869565,1002.9565217391304,1001.2608695652174,999.5238095238095,0.0,999.6521739130435,2.0,0.0,0.0,1.0,0.0,2.0,1003.0,1003.0,1003.0,1000.0,999.0,1001.0,1001.0,1002.0,1000.0,999.0,999.0,999.0,1.0,2.0,4.0,3.0,1.0,1.0,20.0,21.0,19.0,17.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,21.0,22.0,23.0,27.82608695652174,26.73913043478261,20.695652173913043,22.428571428571427,0.0,29.52173913043478,1.0,4.0,3.0,3.0,4.0,4.0,28.0,33.0,22.0,23.0,27.0,31.0,27.0,22.0,20.0,22.0,24.0,27.0,2.0,11.0,2.0,3.0,2.0,3.0,20.0,8.0,18.0,15.0,16.0,16.0
09_18_2017_5,0,0.0,0.0,0.0,0.0,0.0,0.0,44.95454545454545,46.17391304347826,54.130434782608695,76.47826086956522,73.0952380952381,0.0,4.0,10.0,14.0,7.0,2.0,2.0,52.0,50.0,71.0,81.0,78.0,62.0,42.0,43.0,40.0,72.0,67.0,44.0,10.0,10.0,8.0,10.0,12.0,16.0,8.0,3.0,1.0,6.0,7.0,4.0,87.27272727272727,167.8695652173913,1102.9130434782608,22.17391304347826,0.0,0.0,18.0,16.0,9.0,0.0,0.0,0.0,147.0,233.0,2338.0,165.0,0.0,0.0,0.0,143.0,192.0,0.0,0.0,0.0,1.0,4.0,14.0,7.0,0.0,0.0,3.0,3.0,0.0,16.0,21.0,22.0,1001.0,1002.3478260869565,1002.9565217391304,1001.2608695652174,999.5238095238095,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1001.0,1003.0,1003.0,1003.0,1000.0,999.0,1001.0,1001.0,1002.0,1000.0,999.0,999.0,1.0,1.0,2.0,4.0,3.0,1.0,21.0,20.0,21.0,19.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,23.0,23.0,21.0,22.0,27.40909090909091,27.82608695652174,26.73913043478261,20.695652173913043,22.428571428571427,0.0,2.0,1.0,4.0,3.0,3.0,4.0,28.0,28.0,33.0,22.0,23.0,27.0,26.0,27.0,22.0,20.0,22.0,24.0,1.0,2.0,11.0,2.0,3.0,2.0,19.0,20.0,8.0,18.0,15.0,16.0
09_19_2017_0,1,0.0,0.0,0.0,0.0,0.0,0.0,69.17391304347827,44.95454545454545,46.17391304347826,54.130434782608695,76.47826086956522,73.0952380952381,4.0,4.0,10.0,14.0,7.0,2.0,84.0,52.0,50.0,71.0,81.0,78.0,53.0,42.0,43.0,40.0,72.0,67.0,15.0,10.0,10.0,8.0,10.0,12.0,4.0,8.0,3.0,1.0,6.0,7.0,0.0,87.27272727272727,167.8695652173913,1102.9130434782608,22.17391304347826,0.0,0.0,18.0,16.0,9.0,0.0,0.0,0.0,147.0,233.0,2338.0,165.0,0.0,0.0,0.0,143.0,192.0,0.0,0.0,0.0,1.0,4.0,14.0,7.0,0.0,23.0,3.0,3.0,0.0,16.0,21.0,1001.9130434782609,1001.0,1002.3478260869565,1002.9565217391304,1001.2608695652174,999.5238095238095,0.0,0.0,2.0,0.0,0.0,1.0,1002.0,1001.0,1003.0,1003.0,1003.0,1000.0,1001.0,1001.0,1001.0,1002.0,1000.0,999.0,2.0,1.0,1.0,2.0,4.0,3.0,21.0,21.0,20.0,21.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,23.0,23.0,23.0,21.0,23.17391304347826,27.40909090909091,27.82608695652174,26.73913043478261,20.695652173913043,22.428571428571427,3.0,2.0,1.0,4.0,3.0,3.0,25.0,28.0,28.0,33.0,22.0,23.0,22.0,26.0,27.0,22.0,20.0,22.0,1.0,1.0,2.0,11.0,2.0,3.0,19.0,19.0,20.0,8.0,18.0,15.0
